Latitude (decimal degrees):	10.702
Longitude (decimal degrees):	122.562
Elevation (m):	9
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20170205:2330,141.01,203.55,17.22,24.05,3.93,0.0
20170206:0030,350.22,448.85,30.88,24.95,4.48,0.0
20170206:0130,450.38,568.95,43.69,26.3,5.72,0.0
20170206:0230,492.61,626.85,54.88,27.29,5.66,0.0
20170206:0330,529.0,677.3,62.37,27.82,5.03,0.0
20170206:0430,622.48,802.46,62.89,27.99,4.76,0.0
20170206:0530,474.09,604.25,56.13,28.4,4.97,0.0
20170206:0630,446.79,569.7,45.27,28.1,4.97,0.0
20170206:0730,313.77,405.25,32.6,27.92,5.45,0.0
20170206:0830,147.78,213.3,19.08,27.52,5.1,0.0
20170206:0930,10.47,36.57,5.13,26.99,4.76,0.0
20170206:1030,0.0,0.0,0.0,26.07,5.03,0.0
20170206:1130,0.0,0.0,0.0,25.42,5.24,0.0
20170206:1230,0.0,0.0,0.0,25.07,5.24,0.0
20170206:1330,0.0,0.0,0.0,24.75,5.1,0.0
20170206:1430,0.0,0.0,0.0,24.54,5.1,0.0
20170206:1530,0.0,0.0,0.0,24.46,5.17,0.0
20170206:1630,0.0,0.0,0.0,24.32,5.1,0.0
20170206:1730,0.0,0.0,0.0,24.13,5.17,0.0
20170206:1830,0.0,0.0,0.0,23.91,5.45,0.0
20170206:1930,0.0,0.0,0.0,23.9,5.45,0.0
20170206:2030,0.0,0.0,0.0,23.79,5.59,0.0
20170206:2130,0.0,0.0,0.0,23.71,5.38,0.0
20170206:2230,6.84,34.83,3.3,23.67,5.17,0.0
20170206:2330,163.16,235.6,17.29,23.86,5.03,0.0
20170207:0030,322.11,411.3,30.98,24.87,5.66,0.0
20170207:0130,504.28,632.81,43.84,26.02,6.97,0.0
20170207:0230,576.48,728.26,55.09,27.02,7.03,0.0
20170207:0330,587.43,746.21,62.66,27.42,6.55,0.0
20170207:0430,615.63,785.41,63.2,27.63,6.55,0.0
20170207:0530,538.97,682.61,56.38,27.79,6.41,0.0
20170207:0630,471.05,597.51,45.46,27.77,6.0,0.0
20170207:0730,360.76,463.85,32.74,27.96,6.21,0.0
20170207:0830,176.31,251.4,19.2,27.74,6.0,0.0
20170207:0930,14.98,49.08,5.22,27.07,5.38,0.0
20170207:1030,0.0,0.0,0.0,26.15,5.38,0.0
20170207:1130,0.0,0.0,0.0,25.53,5.24,0.0
20170207:1230,0.0,0.0,0.0,25.03,5.1,0.0
20170207:1330,0.0,0.0,0.0,24.76,5.1,0.0
20170207:1430,0.0,0.0,0.0,24.44,5.03,0.0
20170207:1530,0.0,0.0,0.0,24.26,4.97,0.0
20170207:1630,0.0,0.0,0.0,24.22,4.9,0.0
20170207:1730,0.0,0.0,0.0,24.15,4.76,0.0
20170207:1830,0.0,0.0,0.0,24.15,4.62,0.0
20170207:1930,0.0,0.0,0.0,23.99,4.28,0.0
20170207:2030,0.0,0.0,0.0,23.99,4.34,0.0
20170207:2130,0.0,0.0,0.0,23.95,4.41,0.0
20170207:2230,7.32,31.31,3.34,23.87,4.34,0.0
20170207:2330,155.58,224.75,17.36,24.03,4.21,0.0
20170208:0030,339.12,433.75,31.08,24.96,4.97,0.0
20170208:0130,483.45,608.51,43.99,26.07,6.14,0.0
20170208:0230,507.09,643.05,55.31,27.15,6.28,0.0
20170208:0330,620.17,789.06,62.95,27.69,6.07,0.0
20170208:0430,520.94,660.4,63.51,28.09,6.0,0.0
20170208:0530,550.49,701.21,56.63,28.11,5.72,0.0
20170208:0630,409.04,520.2,45.65,28.34,5.59,0.0
20170208:0730,306.71,396.8,32.89,28.2,5.59,0.0
20170208:0830,128.42,187.75,19.31,27.88,5.52,0.0
20170208:0930,14.11,46.01,5.31,27.19,5.03,0.0
20170208:1030,0.0,0.0,0.0,26.4,4.97,0.0
20170208:1130,0.0,0.0,0.0,25.89,4.76,0.0
20170208:1230,0.0,0.0,0.0,25.46,4.62,0.0
20170208:1330,0.0,0.0,0.0,25.16,4.62,0.0
20170208:1430,0.0,0.0,0.0,25.07,4.69,0.0
20170208:1530,0.0,0.0,0.0,24.87,4.69,0.0
20170208:1630,0.0,0.0,0.0,24.61,4.55,0.0
20170208:1730,0.0,0.0,0.0,24.44,4.34,0.0
20170208:1830,0.0,0.0,0.0,24.19,4.0,0.0
20170208:1930,0.0,0.0,0.0,24.14,3.31,0.0
20170208:2030,0.0,0.0,0.0,23.96,3.38,0.0
20170208:2130,0.0,0.0,0.0,23.9,3.72,0.0
20170208:2230,8.28,34.84,3.39,23.78,4.0,0.0
20170208:2330,154.16,221.1,17.43,24.09,4.0,0.0
20170209:0030,330.6,423.75,31.19,25.22,4.83,0.0
20170209:0130,506.45,641.56,44.15,26.28,5.38,0.0
20170209:0230,544.75,693.25,55.53,27.28,5.79,0.0
20170209:0330,585.5,747.06,63.25,27.61,5.86,0.0
20170209:0430,604.46,773.51,63.82,27.74,5.86,0.0
20170209:0530,585.09,748.71,56.88,28.05,5.86,0.0
20170209:0630,379.58,483.0,45.83,27.97,5.79,0.0
20170209:0730,271.47,351.1,33.03,27.0,5.72,0.0
20170209:0830,93.35,138.45,19.42,26.75,5.66,0.0
20170209:0930,11.89,28.73,5.39,26.44,4.97,0.0
20170209:1030,0.0,0.0,0.0,26.01,4.9,0.0
20170209:1130,0.0,0.0,0.0,25.52,4.76,0.0
20170209:1230,0.0,0.0,0.0,25.25,4.76,0.0
20170209:1330,0.0,0.0,0.0,25.05,4.62,0.0
20170209:1430,0.0,0.0,0.0,24.85,4.69,0.0
20170209:1530,0.0,0.0,0.0,24.68,4.83,0.0
20170209:1630,0.0,0.0,0.0,24.51,4.97,0.0
20170209:1730,0.0,0.0,0.0,24.22,5.03,0.0
20170209:1830,0.0,0.0,0.0,24.08,5.1,0.0
20170209:1930,0.0,0.0,0.0,24.13,4.97,0.0
20170209:2030,0.0,0.0,0.0,23.88,4.97,0.0
20170209:2130,0.0,0.0,0.0,23.72,4.97,0.0
20170209:2230,6.95,28.03,3.44,23.55,5.1,0.0
20170209:2330,141.52,203.85,17.51,23.69,5.45,0.0
20170210:0030,257.89,330.35,31.31,24.44,7.03,0.0
20170210:0130,369.06,461.95,44.31,25.11,7.31,0.0
20170210:0230,488.52,611.7,55.75,25.73,7.31,0.0
20170210:0330,628.16,791.71,63.55,26.27,7.24,0.0
20170210:0430,610.15,771.86,64.14,26.9,7.45,0.0
20170210:0530,540.02,681.2,57.13,27.07,7.38,0.0
20170210:0630,411.4,520.35,46.02,27.07,7.38,0.0
20170210:0730,335.84,429.8,33.17,26.98,7.24,0.0
20170210:0830,171.44,238.8,19.52,26.71,7.1,0.0
20170210:0930,18.44,47.57,5.47,26.1,6.41,0.0
20170210:1030,0.0,0.0,0.0,25.3,6.07,0.0
20170210:1130,0.0,0.0,0.0,24.81,5.86,0.0
20170210:1230,0.0,0.0,0.0,24.6,5.79,0.0
20170210:1330,0.0,0.0,0.0,24.39,5.86,0.0
20170210:1430,0.0,0.0,0.0,24.18,6.0,0.0
20170210:1530,0.0,0.0,0.0,24.0,6.07,0.0
20170210:1630,0.0,0.0,0.0,23.75,6.07,0.0
20170210:1730,0.0,0.0,0.0,23.47,6.0,0.0
20170210:1830,0.0,0.0,0.0,23.19,5.93,0.0
20170210:1930,0.0,0.0,0.0,23.36,5.93,0.0
20170210:2030,0.0,0.0,0.0,23.19,6.07,0.0
20170210:2130,0.0,0.0,0.0,23.06,6.28,0.0
20170210:2230,10.99,31.45,3.5,23.1,6.41,0.0
20170210:2330,139.4,196.5,17.59,23.28,6.48,0.0
20170211:0030,310.28,393.2,31.42,23.92,7.59,0.0
20170211:0130,455.72,566.05,44.47,24.58,8.55,0.0
20170211:0230,541.66,674.4,55.98,25.28,9.1,0.0
20170211:0330,668.54,838.06,63.85,25.72,8.97,0.0
20170211:0430,605.04,753.61,64.45,25.95,9.38,0.0
20170211:0530,625.71,781.41,57.38,25.92,9.1,0.0
20170211:0630,527.61,657.26,46.2,26.33,9.31,0.0
20170211:0730,364.97,461.45,33.3,26.29,8.97,0.0
20170211:0830,184.22,255.5,19.63,25.94,8.9,0.0
20170211:0930,17.7,46.2,5.55,25.21,8.21,0.0
20170211:1030,0.0,0.0,0.0,24.49,8.0,0.0
20170211:1130,0.0,0.0,0.0,24.03,7.86,0.0
20170211:1230,0.0,0.0,0.0,23.86,7.93,0.0
20170211:1330,0.0,0.0,0.0,23.66,8.0,0.0
20170211:1430,0.0,0.0,0.0,23.47,8.07,0.0
20170211:1530,0.0,0.0,0.0,23.15,7.79,0.0
20170211:1630,0.0,0.0,0.0,23.1,7.59,0.0
20170211:1730,0.0,0.0,0.0,22.95,7.66,0.0
20170211:1830,0.0,0.0,0.0,22.81,7.79,0.0
20170211:1930,0.0,0.0,0.0,23.06,7.59,0.0
20170211:2030,0.0,0.0,0.0,22.95,7.52,0.0
20170211:2130,0.0,0.0,0.0,22.87,7.45,0.0
20170211:2230,12.1,32.63,3.56,22.78,7.59,0.0
20170211:2330,156.33,219.4,17.67,22.87,7.66,0.0
20170212:0030,322.96,406.1,31.54,23.48,8.83,0.0
20170212:0130,508.31,626.85,44.63,24.03,9.66,0.0
20170212:0230,552.73,684.45,56.21,24.66,9.93,0.0
20170212:0330,600.95,747.5,64.16,25.13,9.93,0.0
20170212:0430,614.59,769.4,64.78,25.61,10.0,0.0
20170212:0530,557.48,694.75,57.63,25.9,9.93,0.0
20170212:0630,544.37,676.36,46.39,25.87,9.86,0.0
20170212:0730,399.53,502.65,33.44,25.86,9.72,0.0
20170212:0830,205.95,284.5,19.73,25.59,9.59,0.0
20170212:0930,19.35,57.59,5.63,25.04,8.83,0.0
20170212:1030,0.0,0.0,0.0,24.29,8.14,0.0
20170212:1130,0.0,0.0,0.0,23.75,7.86,0.0
20170212:1230,0.0,0.0,0.0,23.4,7.79,0.0
20170212:1330,0.0,0.0,0.0,23.34,7.72,0.0
20170212:1430,0.0,0.0,0.0,23.45,7.79,0.0
20170212:1530,0.0,0.0,0.0,23.21,7.59,0.0
20170212:1630,0.0,0.0,0.0,23.0,7.31,0.0
20170212:1730,0.0,0.0,0.0,22.72,7.03,0.0
20170212:1830,0.0,0.0,0.0,22.52,6.97,0.0
20170212:1930,0.0,0.0,0.0,22.83,7.17,0.0
20170212:2030,0.0,0.0,0.0,22.7,7.52,0.0
20170212:2130,0.0,0.0,0.0,22.63,7.72,0.0
20170212:2230,8.66,40.6,3.62,22.6,7.72,0.0
20170212:2330,185.61,262.2,17.76,22.73,7.72,0.0
20170213:0030,402.37,504.41,31.66,23.53,7.93,0.0
20170213:0130,551.43,679.41,44.8,24.32,9.66,0.0
20170213:0230,666.52,825.41,56.45,25.0,10.28,0.0
20170213:0330,721.51,899.66,64.48,25.48,10.34,0.0
20170213:0430,698.33,869.81,65.1,25.87,10.41,0.0
20170213:0530,613.23,760.21,57.88,25.84,10.34,0.0
20170213:0630,519.62,643.06,46.57,25.63,9.93,0.0
20170213:0730,355.04,447.6,33.57,25.82,9.59,0.0
20170213:0830,199.11,276.1,19.83,25.46,9.17,0.0
20170213:0930,18.7,57.19,5.7,24.95,8.55,0.0
20170213:1030,0.0,0.0,0.0,24.03,8.55,0.0
20170213:1130,0.0,0.0,0.0,23.38,8.55,0.0
20170213:1230,0.0,0.0,0.0,23.16,8.55,0.0
20170213:1330,0.0,0.0,0.0,23.09,8.69,0.0
20170213:1430,0.0,0.0,0.0,22.99,8.62,0.0
20170213:1530,0.0,0.0,0.0,22.85,8.48,0.0
20170213:1630,0.0,0.0,0.0,22.73,8.34,0.0
20170213:1730,0.0,0.0,0.0,22.65,8.34,0.0
20170213:1830,0.0,0.0,0.0,22.54,8.28,0.0
20170213:1930,0.0,0.0,0.0,22.8,8.07,0.0
20170213:2030,0.0,0.0,0.0,22.7,8.0,0.0
20170213:2130,0.0,0.0,0.0,22.63,7.93,0.0
20170213:2230,9.19,39.52,3.69,22.5,7.93,0.0
20170213:2330,185.22,260.85,17.85,22.6,8.07,0.0
20170214:0030,378.48,474.2,31.79,23.4,8.07,0.0
20170214:0130,556.64,686.26,44.97,24.46,10.0,0.0
20170214:0230,594.07,735.61,56.69,25.29,10.28,0.0
20170214:0330,621.37,772.56,64.8,25.3,9.45,0.0
20170214:0430,667.14,830.76,65.43,25.71,10.28,0.0
20170214:0530,648.57,805.51,58.13,25.73,10.28,0.0
20170214:0630,507.94,629.1,46.74,25.76,10.48,0.0
20170214:0730,383.0,480.35,33.7,25.21,9.72,0.0
20170214:0830,185.47,256.1,19.93,24.81,9.52,0.0
20170214:0930,24.16,56.7,5.78,24.12,8.97,0.0
20170214:1030,0.0,0.0,0.0,23.65,8.62,0.0
20170214:1130,0.0,0.0,0.0,23.38,8.41,0.0
20170214:1230,0.0,0.0,0.0,23.3,8.41,0.0
20170214:1330,0.0,0.0,0.0,23.18,8.62,0.0
20170214:1430,0.0,0.0,0.0,23.09,8.62,0.0
20170214:1530,0.0,0.0,0.0,22.87,8.69,0.0
20170214:1630,0.0,0.0,0.0,22.77,8.55,0.0
20170214:1730,0.0,0.0,0.0,22.57,8.41,0.0
20170214:1830,0.0,0.0,0.0,22.41,8.28,0.0
20170214:1930,0.0,0.0,0.0,22.61,8.14,0.0
20170214:2030,0.0,0.0,0.0,22.54,8.14,0.0
20170214:2130,0.0,0.0,0.0,22.43,8.28,0.0
20170214:2230,9.65,36.85,3.76,22.42,8.28,0.0
20170214:2330,175.01,246.55,17.94,22.55,8.14,0.0
20170215:0030,364.92,455.7,31.92,23.43,10.0,0.0
20170215:0130,486.2,599.65,45.14,24.58,10.83,0.0
20170215:0230,558.41,691.25,56.93,25.67,11.1,0.0
20170215:0330,609.42,756.95,65.12,25.98,10.83,0.0
20170215:0430,562.41,698.4,65.76,26.44,10.83,0.0
20170215:0530,525.67,654.6,58.37,26.19,10.48,0.0
20170215:0630,511.38,634.75,46.92,26.02,10.48,0.0
20170215:0730,328.52,415.75,33.83,26.04,10.76,0.0
20170215:0830,172.71,237.25,20.02,25.47,9.93,0.0
20170215:0930,19.23,44.8,5.85,24.91,9.17,0.0
20170215:1030,0.0,0.0,0.0,24.36,8.62,0.0
20170215:1130,0.0,0.0,0.0,24.1,8.69,0.0
20170215:1230,0.0,0.0,0.0,23.81,8.69,0.0
20170215:1330,0.0,0.0,0.0,23.57,8.28,0.0
20170215:1430,0.0,0.0,0.0,23.45,8.28,0.0
20170215:1530,0.0,0.0,0.0,23.31,8.21,0.0
20170215:1630,0.0,0.0,0.0,23.32,8.21,0.0
20170215:1730,0.0,0.0,0.0,23.36,8.21,0.0
20170215:1830,0.0,0.0,0.0,23.31,7.86,0.0
20170215:1930,0.0,0.0,0.0,23.07,8.07,0.0
20170215:2030,0.0,0.0,0.0,23.02,8.0,0.0
20170215:2130,0.0,0.0,0.0,23.25,8.21,0.0
20170215:2230,9.26,24.23,3.83,23.23,8.0,0.0
20170215:2330,94.89,135.4,18.04,23.39,7.66,0.0
20170216:0030,199.1,259.4,32.05,23.94,8.0,0.0
20170216:0130,281.61,358.2,45.32,24.75,9.31,0.0
20170216:0230,387.13,486.75,57.17,25.2,9.17,0.0
20170216:0330,401.75,506.8,65.45,25.75,9.86,0.0
20170216:0430,400.94,505.5,66.09,25.98,9.66,0.0
20170216:0530,317.61,403.35,58.62,26.2,9.24,0.0
20170216:0630,185.31,244.25,47.09,26.1,9.03,0.0
20170216:0730,128.85,175.55,33.95,24.44,6.97,0.0
20170216:0830,59.98,91.75,20.11,24.4,6.97,0.0
20170216:0930,3.08,12.9,5.91,24.16,6.97,0.0
20170216:1030,0.0,0.0,0.0,23.92,7.17,0.0
20170216:1130,0.0,0.0,0.0,23.86,7.45,0.0
20170216:1230,0.0,0.0,0.0,23.83,7.66,0.0
20170216:1330,0.0,0.0,0.0,23.64,7.38,0.0
20170216:1430,0.0,0.0,0.0,23.38,7.52,0.0
20170216:1530,0.0,0.0,0.0,23.33,7.1,0.0
20170216:1630,0.0,0.0,0.0,23.35,6.76,0.0
20170216:1730,0.0,0.0,0.0,23.37,6.62,0.0
20170216:1830,0.0,0.0,0.0,23.56,6.62,0.0
20170216:1930,0.0,0.0,0.0,23.5,6.76,0.0
20170216:2030,0.0,0.0,0.0,23.56,6.69,0.0
20170216:2130,0.0,0.0,0.0,23.64,6.62,0.0
20170216:2230,8.26,31.93,3.91,23.75,6.48,0.0
20170216:2330,122.13,174.5,18.14,24.01,6.21,0.0
20170217:0030,215.01,280.15,32.18,24.93,5.72,0.0
20170217:0130,310.75,394.85,45.5,25.57,7.31,0.0
20170217:0230,467.63,588.75,57.42,26.42,7.79,0.0
20170217:0330,458.72,578.4,65.78,27.21,7.86,0.0
20170217:0430,569.17,721.55,66.42,27.45,7.52,0.0
20170217:0530,556.71,705.0,58.87,27.59,7.1,0.0
20170217:0630,405.1,512.85,47.26,27.72,7.24,0.0
20170217:0730,336.32,433.5,34.08,28.1,5.59,0.0
20170217:0830,120.32,172.2,20.2,27.73,5.45,0.0
20170217:0930,19.89,44.1,5.98,26.8,5.24,0.0
20170217:1030,0.0,0.0,0.0,25.96,5.24,0.0
20170217:1130,0.0,0.0,0.0,25.47,4.9,0.0
20170217:1230,0.0,0.0,0.0,25.2,4.97,0.0
20170217:1330,0.0,0.0,0.0,24.94,5.17,0.0
20170217:1430,0.0,0.0,0.0,24.73,5.03,0.0
20170217:1530,0.0,0.0,0.0,24.49,4.76,0.0
20170217:1630,0.0,0.0,0.0,24.39,4.55,0.0
20170217:1730,0.0,0.0,0.0,24.34,4.55,0.0
20170217:1830,0.0,0.0,0.0,24.25,4.48,0.0
20170217:1930,0.0,0.0,0.0,24.44,4.48,0.0
20170217:2030,0.0,0.0,0.0,24.34,4.48,0.0
20170217:2130,0.0,0.0,0.0,24.24,4.41,0.0
20170217:2230,9.63,38.56,3.99,24.14,4.28,0.0
20170217:2330,169.3,241.1,18.25,24.34,4.14,0.0
20170218:0030,330.28,422.4,32.32,25.53,5.03,0.0
20170218:0130,458.29,578.9,45.68,26.59,5.79,0.0
20170218:0230,565.53,717.35,57.67,27.24,5.79,0.0
20170218:0330,647.78,831.06,66.11,27.99,5.79,0.0
20170218:0430,621.45,795.86,66.75,28.5,5.93,0.0
20170218:0530,558.87,714.55,59.11,28.65,5.93,0.0
20170218:0630,460.82,587.2,47.43,28.47,5.66,0.0
20170218:0730,258.73,337.15,34.19,28.21,5.17,0.0
20170218:0830,135.3,193.4,20.29,27.77,4.83,0.0
20170218:0930,23.38,55.75,6.04,27.27,4.69,0.0
20170218:1030,0.0,0.0,0.0,26.3,4.41,0.0
20170218:1130,0.0,0.0,0.0,25.62,4.14,0.0
20170218:1230,0.0,0.0,0.0,25.32,4.34,0.0
20170218:1330,0.0,0.0,0.0,25.01,4.28,0.0
20170218:1430,0.0,0.0,0.0,24.72,4.14,0.0
20170218:1530,0.0,0.0,0.0,24.5,4.14,0.0
20170218:1630,0.0,0.0,0.0,24.29,4.28,0.0
20170218:1730,0.0,0.0,0.0,24.14,4.55,0.0
20170218:1830,0.0,0.0,0.0,23.99,4.55,0.0
20170218:1930,0.0,0.0,0.0,24.2,4.69,0.0
20170218:2030,0.0,0.0,0.0,24.18,4.83,0.0
20170218:2130,0.0,0.0,0.0,24.17,4.83,0.0
20170218:2230,10.11,33.37,4.07,24.16,4.83,0.0
20170218:2330,156.35,221.55,18.35,24.42,4.55,0.0
20170219:0030,329.59,420.55,32.46,25.27,5.38,0.0
20170219:0130,485.5,611.9,45.87,26.29,5.86,0.0
20170219:0230,577.19,732.0,57.92,27.24,5.93,0.0
20170219:0330,633.19,810.11,66.45,27.79,5.86,0.0
20170219:0430,629.45,806.16,67.09,28.27,5.93,0.0
20170219:0530,523.64,666.2,59.35,28.5,5.93,0.0
20170219:0630,440.79,560.35,47.59,27.99,5.52,0.0
20170219:0730,245.42,319.1,34.31,27.34,5.52,0.0
20170219:0830,119.44,173.3,20.37,26.96,5.1,0.0
20170219:0930,14.09,37.45,6.1,26.22,4.48,0.0
20170219:1030,0.0,0.0,0.0,25.56,4.9,0.0
20170219:1130,0.0,0.0,0.0,25.0,5.1,0.0
20170219:1230,0.0,0.0,0.0,24.7,5.24,0.0
20170219:1330,0.0,0.0,0.0,24.56,5.45,0.0
20170219:1430,0.0,0.0,0.0,24.36,5.45,0.0
20170219:1530,0.0,0.0,0.0,24.22,5.45,0.0
20170219:1630,0.0,0.0,0.0,24.08,5.1,0.0
20170219:1730,0.0,0.0,0.0,24.03,4.76,0.0
20170219:1830,0.0,0.0,0.0,23.92,4.28,0.0
20170219:1930,0.0,0.0,0.0,23.98,4.07,0.0
20170219:2030,0.0,0.0,0.0,23.98,4.07,0.0
20170219:2130,0.0,0.0,0.0,23.92,4.21,0.0
20170219:2230,10.96,30.74,4.16,24.0,4.41,0.0
20170219:2330,133.88,190.9,18.46,24.31,4.41,0.0
20170220:0030,316.82,405.7,32.6,25.11,4.69,0.0
20170220:0130,411.3,520.85,46.05,26.33,5.72,0.0
20170220:0230,595.05,759.95,58.17,27.19,5.72,0.0
20170220:0330,626.23,806.45,66.79,28.34,5.59,0.0
20170220:0430,647.32,841.11,67.43,29.0,5.1,0.0
20170220:0530,515.72,667.3,59.59,29.48,4.83,0.0
20170220:0630,414.85,535.95,47.76,29.44,4.69,0.0
20170220:0730,294.06,383.2,34.42,28.68,4.76,0.0
20170220:0830,108.37,155.15,20.45,28.2,4.48,0.0
20170220:0930,12.87,30.45,6.16,27.42,3.93,0.0
20170220:1030,0.0,0.0,0.0,26.55,3.59,0.0
20170220:1130,0.0,0.0,0.0,25.96,3.52,0.0
20170220:1230,0.0,0.0,0.0,25.54,3.79,0.0
20170220:1330,0.0,0.0,0.0,25.41,4.55,0.0
20170220:1430,0.0,0.0,0.0,25.19,4.55,0.0
20170220:1530,0.0,0.0,0.0,24.96,4.69,0.0
20170220:1630,0.0,0.0,0.0,24.81,4.76,0.0
20170220:1730,0.0,0.0,0.0,24.73,4.83,0.0
20170220:1830,0.0,0.0,0.0,24.56,4.83,0.0
20170220:1930,0.0,0.0,0.0,24.56,4.97,0.0
20170220:2030,0.0,0.0,0.0,24.6,4.97,0.0
20170220:2130,0.0,0.0,0.0,24.6,4.97,0.0
20170220:2230,9.99,37.59,4.25,24.69,4.9,0.0
20170220:2330,165.29,235.5,18.58,25.06,4.62,0.0
20170221:0030,340.03,434.3,32.75,25.89,5.59,0.0
20170221:0130,465.66,586.55,46.24,26.61,6.21,0.0
20170221:0230,548.6,695.15,58.43,27.4,6.55,0.0
20170221:0330,670.17,856.81,67.13,27.97,6.62,0.0
20170221:0430,620.44,790.25,67.77,28.44,7.03,0.0
20170221:0530,465.5,589.3,59.83,28.52,7.31,0.0
20170221:0630,550.62,696.75,47.91,28.03,7.03,0.0
20170221:0730,345.86,442.6,34.53,28.44,7.52,0.0
20170221:0830,167.42,235.55,20.53,27.86,7.59,0.0
20170221:0930,25.61,68.3,6.21,27.17,7.1,0.0
20170221:1030,0.0,0.0,0.0,26.35,6.62,0.0
20170221:1130,0.0,0.0,0.0,25.73,6.48,0.0
20170221:1230,0.0,0.0,0.0,25.42,6.55,0.0
20170221:1330,0.0,0.0,0.0,25.34,6.55,0.0
20170221:1430,0.0,0.0,0.0,25.16,6.07,0.0
20170221:1530,0.0,0.0,0.0,24.92,5.72,0.0
20170221:1630,0.0,0.0,0.0,24.63,5.79,0.0
20170221:1730,0.0,0.0,0.0,24.33,5.79,0.0
20170221:1830,0.0,0.0,0.0,24.2,5.59,0.0
20170221:1930,0.0,0.0,0.0,24.17,5.66,0.0
20170221:2030,0.0,0.0,0.0,24.11,5.45,0.0
20170221:2130,0.0,0.0,0.0,23.96,5.52,0.0
20170221:2230,10.45,41.61,4.35,24.02,5.59,0.0
20170221:2330,149.39,211.75,18.69,24.39,5.59,0.0
20170222:0030,350.07,444.0,32.9,25.37,6.9,0.0
20170222:0130,444.8,559.6,46.43,26.66,7.03,0.0
20170222:0230,587.99,745.25,58.69,27.41,6.83,0.0
20170222:0330,637.48,814.25,67.48,28.21,6.83,0.0
20170222:0430,631.04,806.4,68.11,28.6,6.76,0.0
20170222:0530,654.23,837.46,60.06,28.86,7.1,0.0
20170222:0630,429.23,543.5,48.07,29.03,7.24,0.0
20170222:0730,369.88,474.55,34.64,28.55,6.34,0.0
20170222:0830,166.91,235.95,20.6,28.11,6.21,0.0
20170222:0930,17.79,50.65,6.27,27.63,5.66,0.0
20170222:1030,0.0,0.0,0.0,26.81,5.52,0.0
20170222:1130,0.0,0.0,0.0,26.13,5.45,0.0
20170222:1230,0.0,0.0,0.0,25.82,5.52,0.0
20170222:1330,0.0,0.0,0.0,25.7,5.52,0.0
20170222:1430,0.0,0.0,0.0,25.5,5.38,0.0
20170222:1530,0.0,0.0,0.0,25.41,5.03,0.0
20170222:1630,0.0,0.0,0.0,25.21,4.76,0.0
20170222:1730,0.0,0.0,0.0,25.0,4.76,0.0
20170222:1830,0.0,0.0,0.0,24.84,4.76,0.0
20170222:1930,0.0,0.0,0.0,24.76,5.24,0.0
20170222:2030,0.0,0.0,0.0,24.76,5.24,0.0
20170222:2130,0.0,0.0,0.0,24.77,5.17,0.0
20170222:2230,10.04,30.71,4.45,24.82,5.17,0.0
20170222:2330,116.63,168.8,18.81,24.99,5.03,0.0
20170223:0030,202.74,265.05,33.05,25.71,6.34,0.0
20170223:0130,378.61,477.1,46.62,26.29,6.69,0.0
20170223:0230,476.73,599.15,58.95,27.28,7.03,0.0
20170223:0330,397.16,505.65,67.82,27.8,6.83,0.0
20170223:0430,365.99,465.15,68.45,27.59,6.76,0.0
20170223:0530,444.8,565.5,60.29,27.28,6.48,0.0
20170223:0630,228.31,298.95,48.22,27.32,7.24,0.0
20170223:0730,150.54,203.25,34.74,26.53,6.14,0.0
20170223:0830,104.74,149.85,20.67,26.2,5.59,0.0
20170223:0930,19.13,42.45,6.31,25.88,4.97,0.0
20170223:1030,0.0,0.0,0.0,25.41,4.83,0.0
20170223:1130,0.0,0.0,0.0,25.05,5.1,0.0
20170223:1230,0.0,0.0,0.0,24.91,5.03,0.0
20170223:1330,0.0,0.0,0.0,24.83,4.76,0.0
20170223:1430,0.0,0.0,0.0,24.77,4.9,0.0
20170223:1530,0.0,0.0,0.0,24.76,4.83,0.0
20170223:1630,0.0,0.0,0.0,24.69,4.48,0.0
20170223:1730,0.0,0.0,0.0,24.63,4.14,0.0
20170223:1830,0.0,0.0,0.0,24.57,3.93,0.0
20170223:1930,0.0,0.0,0.0,24.83,4.07,0.0
20170223:2030,0.0,0.0,0.0,24.83,4.14,0.0
20170223:2130,0.0,0.0,0.0,24.76,4.07,0.0
20170223:2230,11.45,37.73,4.55,24.62,4.07,0.0
20170223:2330,180.2,254.15,18.93,24.86,4.21,0.0
20170224:0030,360.64,460.15,33.2,26.0,5.38,0.0
20170224:0130,509.32,644.65,46.82,27.07,5.79,0.0
20170224:0230,589.73,752.05,59.21,27.96,5.93,0.0
20170224:0330,573.3,729.1,68.18,28.06,6.21,0.0
20170224:0430,564.15,719.05,68.79,28.12,6.41,0.0
20170224:0530,553.21,703.05,60.52,27.93,6.9,0.0
20170224:0630,327.2,419.65,48.37,28.09,6.9,0.0
20170224:0730,198.26,261.2,34.84,26.92,5.31,0.0
20170224:0830,66.29,102.3,20.74,26.45,5.03,0.0
20170224:0930,13.08,31.5,6.36,26.11,4.34,0.0
20170224:1030,0.0,0.0,0.0,25.75,4.28,0.0
20170224:1130,0.0,0.0,0.0,25.31,4.9,0.0
20170224:1230,0.0,0.0,0.0,25.07,4.83,0.0
